"","gene","orf","no..of.probes","measurments","F.statistic","X.log.p.value.","difference","YPD","YPDGE","YPG","YPE","YPL","YPD0.1DNP","YPD0.25DNP","YPG0.25DNP","YPG0.1DNP"
"2271","YPL039W","YPL039W",4,76,0.68682,0.15398,0.01042,1.01267,1.01427,1.00954,1.00471,1.00812,1.00385,1.00456,1.0062,1.00503
"2272","ISM1","YPL040C",4,56,45.59629,17.80845,0.39739,0.68517,0.64222,0.32413,0.30509,0.56206,0.70248,0.6364,0.32277,0.37616
"2273","YPL041C","YPL041C",2,38,0.79783,0.215,0.03804,1.04894,1.04609,1.04119,1.05475,1.05068,1.02018,1.04901,1.05354,1.05822
"2274","ssn3","YPL042C",4,64,42.09656,19.10266,0.20787,0.91007,0.8698,0.76558,0.7022,0.83075,0.9099,0.87382,0.71009,0.72749
"2275","NOP4","YPL043W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","YPL044C","YPL044C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","vps16","YPL045W",3,32,6.3434,3.41614,0.19894,0.89692,0.86177,0.70164,0.76084,0.78291,0.89522,0.90058,0.72446,0.75542
"2278","ELC1","YPL046C",4,76,0.9898,0.34425,0.01819,1.0252,1.02061,1.0153,1.01198,1.01612,1.00902,1.00701,1.01381,1.01266
"2279","YPL047W","YPL047W",2,38,10.74402,5.92711,0.08427,0.96933,0.96633,0.99819,0.93012,0.96383,0.94226,0.91392,0.95869,0.95654
"2280","cam1","YPL048W",3,57,4.12891,3.03306,0.03671,1.03628,1.03054,1.01474,1.00538,1.02523,1.0334,1.0078,1.02861,1.04209
"2281","DIG1","YPL049C",3,57,9.34971,6.75917,0.08148,0.99214,0.97747,1.02322,1.01669,1.03607,0.98001,0.95459,1.01726,1.02298
"2282","MNN9","YPL050C",1,19,0.97057,0.29126,0.04305,1.04138,1.02422,1.01393,1.04806,1.00656,1.00992,1.04002,1.04961,1.03528
"2283","ARL3","YPL051W",3,57,14.95499,9.68112,0.13894,1.00825,1.00017,0.86931,0.88413,0.99181,0.99358,0.97202,0.92557,0.94344
"2284","YPL052W","YPL052W",4,76,2.66272,1.85797,0.02495,1.01957,1.01932,1.01793,0.99462,1.0084,1.01457,1.01195,1.01754,1.01282
"2285","KTR6","YPL053C",4,76,2.06307,1.27607,0.02777,1.03927,1.02834,1.02003,1.0115,1.02842,1.0367,1.01689,1.03491,1.02985
"2286","LEE1","YPL054W",4,76,1.92079,1.14105,0.02413,1.01697,1.01507,1.02427,1.00014,1.01594,1.0123,1.0053,1.01721,1.01858
"2287","YPL055C","YPL055C",4,69,8.06996,6.44595,0.061,0.97815,0.95012,0.91715,0.93137,0.94971,0.96317,0.94996,0.9466,0.9263
"2288","YPL056C","YPL056C",4,76,2.02415,1.23897,0.02433,1.03664,1.03134,1.03707,1.01303,1.01773,1.01274,1.01837,1.02973,1.03106
"2289","SUR1","YPL057C",4,76,2.64577,1.84137,0.03166,1.00176,1.00486,1.00736,0.9814,1.00344,1.01306,1.01288,1.00249,1.00735
"2290","PDR12","YPL058C",4,76,0.77354,0.20254,0.01708,1.04389,1.04175,1.03833,1.04136,1.03626,1.03006,1.03495,1.04714,1.04578
"2291","GRX5","YPL059W",3,30,6.49294,3.3049,0.21271,0.68399,0.75946,0.59281,0.59562,0.60278,0.5726,0.69635,0.54675,0.59316
"2292","YPL060W","YPL060W",4,67,269.99531,39.96745,0.44472,1.01763,0.98295,0.70077,0.59762,0.72726,1.0278,1.01867,0.58309,0.61199
"2293","ALD6","YPL061W",2,38,57.1211,14.20007,0.18892,0.80966,0.91029,0.99859,0.92628,0.98112,0.85562,0.84079,0.94105,0.96047
"2294","YPL062W","YPL062W",4,76,26.08714,16.52941,0.10931,0.88644,0.94367,0.99575,0.93181,0.96661,0.90307,0.89366,0.95426,0.9598
"2295","YPL063W","YPL063W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296","YPL064C","YPL064C",4,76,0.92157,0.29674,0.02044,1.03074,1.03145,1.01101,1.02797,1.02742,1.02481,1.01541,1.02902,1.02886
"2297","VPS28","YPL065W",4,76,139.65178,36.36015,0.24255,0.97205,0.89263,0.80012,0.7295,0.92254,0.95438,0.92979,0.78445,0.77252
"2298","YPL066W","YPL066W",4,76,488.25838,52.90306,0.36499,1.00607,0.99609,0.94328,0.6434,1.00792,1.00838,0.99261,0.95656,0.94465
"2299","YPL067C","YPL067C",4,76,5.18785,4.26789,0.02506,1.00144,1.00671,1.02649,1.02464,1.02082,1.01042,1.02213,1.02391,1.0243
"2300","YPL068C","YPL068C",2,38,35.33502,11.62314,0.1151,0.9247,0.98424,1.02335,1.01938,1.00629,0.92511,0.90825,1.01917,1.0163
"2301","BTS1","YPL069C",2,36,10.62559,5.64682,0.17413,0.80673,0.85758,0.79423,0.83685,0.68345,0.82471,0.82531,0.85556,0.82435
"2302","YPL070W","YPL070W",4,76,0.06415,8e-05,0.00401,1.0189,1.01698,1.01823,1.01738,1.01637,1.01862,1.01489,1.01874,1.01829
"2303","YPL071C","YPL071C",4,76,0.74004,0.18315,0.01234,1.01706,1.0165,1.02245,1.01358,1.02586,1.01352,1.01569,1.02217,1.02225
"2304","UBP16","YPL072W",4,76,2.53508,1.73307,0.01768,1.0035,1.00615,1.01828,1.0015,1.01535,1.01135,1.0006,1.0104,1.01026
"2305","YPL073C","YPL073C",4,76,1.9482,1.16692,0.02592,1.01708,1.01706,1.02945,1.04298,1.03316,1.0178,1.03475,1.03068,1.03727
"2306","YTA6","YPL074W",4,76,0.26208,0.01067,0.00872,1.01798,1.01562,1.02196,1.02434,1.01893,1.01807,1.02175,1.01855,1.02122
"2307","GCR1","YPL075W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2308","GPI2","YPL076W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309","YPL077C","YPL077C",4,76,2.37809,1.58,0.02575,1.01929,1.01166,1.00552,0.99354,1.01314,1.00624,1.00304,1.01293,1.01273
"2310","ATP4","YPL078C",4,52,48.37258,17.1478,0.48322,0.81977,0.73838,0.455,0.36911,0.43728,0.81402,0.78737,0.33655,0.39529
"2311","RPL21B","YPL079W",3,57,7.10868,5.31014,0.08217,0.87801,0.86343,0.89958,0.92026,0.94126,0.85909,0.87116,0.89377,0.90012
"2312","YPL080C","YPL080C",4,76,27.40687,17.0369,0.11137,0.8231,0.82978,0.89971,0.92365,0.93447,0.83066,0.82784,0.89628,0.90015
"2313","RPS9A","YPL081W",4,76,1.76914,0.99944,0.02325,1.02424,1.01875,1.02576,1.00646,1.0138,1.01564,1.00252,1.0224,1.01434
"2314","mot1","YPL082C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315","SEN54","YPL083C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","BRO1","YPL084W",2,38,112.1294,17.95828,0.35197,0.98491,0.90528,0.76721,0.63294,0.88696,0.97374,0.93586,0.73697,0.6921
"2317","SEC16","YPL085W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2318","ELP3","YPL086C",2,38,4.8049,3.02845,0.06522,0.81416,0.84087,0.77566,0.79661,0.82976,0.83836,0.82203,0.81106,0.80275
"2319","YDC1","YPL087W",4,76,2.4192,1.62001,0.02287,1.02131,1.01995,1.02862,1.02445,1.02662,1.0276,1.03175,1.04282,1.03784
"2320","YPL088W","YPL088W",4,76,1.08138,0.41147,0.0188,1.0305,1.03284,1.036,1.02586,1.02938,1.02526,1.0172,1.03329,1.0284
"2321","RLM1","YPL089C",4,76,10.11961,8.22693,0.06286,1.0394,1.03336,1.06979,1.07107,1.0447,1.02279,1.02365,1.08565,1.07467
"2322","RPS6A","YPL090C",2,33,23.70587,8.38434,0.23806,0.7225,0.79285,0.87943,0.86319,0.88386,0.66656,0.6458,0.83597,0.85749
"2323","GLR1","YPL091W",2,38,2.10427,1.14854,0.02549,1.00709,1.01701,0.99375,1.01174,1.01096,0.99477,1.00399,1.01924,1.01438
"2324","SSU1","YPL092W",4,76,0.88032,0.26919,0.02175,1.02568,1.02212,1.03223,1.03517,1.02861,1.01647,1.02796,1.03821,1.02915
"2325","NOG1","YPL093W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326","SEC62","YPL094C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2327","YPL095C","YPL095C",4,76,1.30662,0.59056,0.01515,1.00599,1.00784,1.01823,1.00396,1.01589,1.00989,1.00501,1.01912,1.01191
"2328","PNG1","YPL096W",4,76,2.20372,1.41107,0.03105,1.03226,1.02304,1.03515,1.0168,1.02347,1.01113,1.0041,1.03162,1.01546
"2329","MSY1","YPL097W",4,71,25.33669,15.54828,0.33043,0.74551,0.70952,0.52953,0.43366,0.52577,0.76264,0.70675,0.4322,0.48551
"2330","YPL098C","YPL098C",2,38,24.05285,9.65128,0.15611,0.97922,0.97542,0.87009,0.82311,0.88712,0.96337,0.93652,0.85929,0.85054
"2331","YPL099C","YPL099C",4,76,0.41898,0.04315,0.01192,1.00474,1.00798,1.00067,0.99656,1.00717,1.00848,1.00681,1.00563,1.00071
"2332","YPL100W","YPL100W",4,76,3.89609,3.05987,0.03058,1.00064,1.00715,1.02186,1.03122,1.02118,1.01404,1.02803,1.02612,1.02441
"2333","YPL101W","YPL101W",4,76,7.17776,5.98672,0.08079,0.84926,0.88856,0.80777,0.82378,0.8646,0.88152,0.83963,0.85459,0.85984
"2334","YPL102C","YPL102C",4,76,6.46397,5.39031,0.04268,0.88512,0.89031,0.86058,0.89654,0.90326,0.87097,0.8607,0.8782,0.89554
"2335","YPL103C","YPL103C",4,76,2.08966,1.30148,0.02458,1.00329,1.00916,1.0204,1.02688,1.01564,1.01205,1.01971,1.02787,1.01857
"2336","MSD1","YPL104W",2,36,40.53302,11.7006,0.49794,0.91937,0.75662,0.54282,0.49661,0.51951,0.89381,0.80694,0.42143,0.49617
"2337","YPL105C","YPL105C",4,76,5.45441,4.50835,0.03415,0.98967,0.99711,1.01179,1.02138,1.01622,1.01295,1.02382,1.01719,1.01393
"2338","SSE1","YPL106C",3,52,12.08409,7.84949,0.26685,0.55847,0.64872,0.82532,0.7349,0.7779,0.62368,0.58453,0.74539,0.74476
"2339","YPL107W","YPL107W",4,76,4.45058,3.5867,0.0304,1.02152,1.02277,1.03639,1.04711,1.03084,1.01671,1.03235,1.03629,1.02768
"2340","YPL108W","YPL108W",4,76,3.99067,3.15052,0.03029,1.02469,1.02398,1.02347,1.01303,1.01606,1.01111,0.99819,1.02848,1.02072
"2341","YPL109C","YPL109C",4,76,6.01331,5.00223,0.05315,1.01216,1.01092,0.96934,0.96325,1.00775,1.0164,1.00409,0.9933,0.99694
"2342","YPL110C","YPL110C",4,76,3.2435,2.42707,0.02551,0.99742,1.00462,1.02294,1.01576,1.01307,1.01408,1.01027,1.02124,1.01573
"2343","car1","YPL111W",4,76,10.90534,8.77214,0.05893,1.02317,1.01836,0.99614,0.97448,0.96424,1.00806,0.99609,1.01138,0.99842
"2344","YPL112C","YPL112C",4,76,2.53481,1.73281,0.01963,0.99664,1.00574,1.01627,1.01279,1.01292,1.00805,1.00562,1.00972,1.00931
"2345","YPL113C","YPL113C",4,76,1.11141,0.43429,0.0167,1.01131,1.01904,1.02759,1.02801,1.02617,1.01562,1.01412,1.02633,1.02142
"2346","YPL114W","YPL114W",4,76,2.43224,1.63271,0.02268,0.99832,1.00655,1.0208,1.01858,1.01467,1.0143,1.01722,1.021,1.01634
"2347","BEM3","YPL115C",4,76,2.74608,1.93966,0.03061,0.9939,0.99553,1.01404,0.98665,1.01725,1.01414,0.99895,1.00947,1.00941
"2348","HOS3","YPL116W",4,76,8.44765,6.99477,0.03984,0.98818,0.99753,1.02136,1.02398,1.01622,1.01571,1.02802,1.0176,1.01822
"2349","idi1","YPL117C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350","MRP51","YPL118W",4,72,35.7257,19.13763,0.33095,0.77502,0.64286,0.4624,0.48014,0.55753,0.7558,0.72857,0.46226,0.44407
"2351","DBP1","YPL119C",4,76,4.88746,3.99316,0.03034,1.0009,1.00744,1.02175,1.03125,1.01988,1.01071,1.02318,1.02049,1.01889
"2352","VPS30","YPL120W",4,76,4.20869,3.35829,0.02189,1.00067,1.00306,1.01478,1.01707,1.02256,1.00958,1.00764,1.01227,1.01213
"2353","MEI5","YPL121C",4,76,1.09685,0.42318,0.02356,1.00855,1.00925,1.02058,1.0321,1.0201,1.01289,1.022,1.02661,1.02301
"2354","TFB2","YPL122C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2355","RNY1","YPL123C",4,76,5.59925,4.63768,0.02973,1.00722,1.01317,1.02371,1.03695,1.02384,1.01047,1.02545,1.02387,1.02021
"2356","NIP29","YPL124W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","KAP120","YPL125W",4,66,28.82104,15.97492,0.22803,0.63454,0.7396,0.77324,0.83883,0.79903,0.66536,0.6108,0.82102,0.80288
"2358","NAN1","YPL126W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359","HHO1","YPL127C",4,76,0.92421,0.29853,0.01402,1.01745,1.01964,1.02134,1.0271,1.02115,1.01307,1.01787,1.02445,1.01594
"2360","TBF1","YPL128C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","ANC1","YPL129W",2,20,26.05892,4.61886,0.14024,0.81711,0.87773,0.86115,0.73749,0.74491,0.78566,0.76663,0.76741,0.8383
"2362","SPO19","YPL130W",4,76,1.71501,0.94959,0.02317,0.99474,0.99979,1.01425,1.00821,1.00789,1.01436,1.01791,1.01044,1.00714
"2363","RPL5","YPL131W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","COX11","YPL132W",4,55,67.94345,20.81675,0.53661,0.94534,0.86506,0.47397,0.43797,0.46663,0.91928,0.89693,0.40873,0.46561
"2365","YPL133C","YPL133C",4,76,0.98274,0.33922,0.02401,1.01802,1.01962,1.00352,1.02515,1.01554,1.02153,1.02752,1.02646,1.02299
"2366","ODC1","YPL134C",4,76,1.90934,1.13027,0.02712,1.01675,1.00704,1.01149,0.99624,1.01103,1.01497,0.99781,1.02336,1.0045
"2367","ISU1","YPL135W",4,76,6.68606,5.57825,0.04283,1.01209,1.01466,1.02042,1.0168,0.9776,1.01117,1.01389,1.01945,1.01129
"2368","YPL136W","YPL136W",4,76,4.13291,3.28628,0.02912,1.01179,1.01801,1.02786,1.02413,1.02062,1.00847,1.00006,1.02918,1.02738
"2369","YPL137C","YPL137C",4,76,2.92896,2.11902,0.02601,0.97817,0.99194,0.99938,0.99947,0.99308,1.00069,0.98364,0.99652,1.00418
"2370","YPL138C","YPL138C",4,76,1.71485,0.94944,0.01461,1.00159,1.00663,1.01238,1.00545,1.0162,1.0108,1.00222,1.01589,1.01329
"2371","UME1","YPL139C",4,76,106.42777,32.89034,0.12784,1.01458,0.99448,0.90787,0.88674,0.94853,1.00173,0.99092,0.91176,0.91028
"2372","MKK2","YPL140C",4,76,5.89359,4.89761,0.02998,1.00232,1.00618,1.02687,1.00552,1.01221,1.0194,0.99782,1.0278,1.02443
"2373","YPL141C","YPL141C",4,76,1.40209,0.6712,0.01927,1.00074,0.99387,1.00039,0.99511,0.99585,1.01076,0.99149,1.00766,1.00353
"2374","YPL142C","YPL142C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","RPL33A","YPL143W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","YPL144W","YPL144W",4,76,4.76532,3.88033,0.02388,0.98523,0.98763,0.99619,0.996,0.97343,0.99731,0.97819,0.99692,0.99457
"2377","KES1","YPL145C",3,57,2.35745,1.48421,0.02634,1.02009,1.02262,1.02019,1.03157,1.00649,1.01796,1.00868,1.03283,1.02107
"2378","YPL146C","YPL146C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","PXA1","YPL147W",4,76,3.03345,2.22146,0.03359,1.02762,1.02841,1.03595,1.0444,1.02153,1.01081,1.02572,1.03795,1.03091
"2380","PPT2","YPL148C",4,43,10.93873,6.33853,0.29732,0.58831,0.68294,0.43638,0.49913,0.4259,0.67121,0.54774,0.38562,0.45462
"2381","APG5","YPL149W",3,57,0.9034,0.28229,0.01839,0.99961,1.00808,1.01005,1.01467,1.00897,1.018,1.01391,1.01715,1.0085
"2382","YPL150W","YPL150W",4,76,1.63843,0.87982,0.02108,0.99154,0.99683,1.00887,1.00016,1.00225,1.01263,1.00732,1.01012,1.01056
"2383","PRP46","YPL151C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","RRD2","YPL152W",4,76,5.22499,4.30158,0.02513,1.00279,1.01683,0.99762,1.00356,0.99754,0.99609,0.9917,1.01394,1.0064
"2385","rad53","YPL153C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","pep4","YPL154C",4,76,2.69499,1.88959,0.02731,1.01837,1.02533,1.0333,1.03962,1.02228,1.01231,1.02313,1.03329,1.02673
"2387","KIP2","YPL155C",4,76,2.6082,1.80458,0.02178,1.01387,1.02073,1.03565,1.02949,1.02274,1.0177,1.02145,1.03124,1.02649
"2388","PRM4","YPL156C",4,76,1.32693,0.60752,0.01926,1.0035,1.01327,1.01521,1.00589,1.01278,1.00882,0.99824,1.01749,1.01696
"2389","YPL157W","YPL157W",1,15,7.09298,1.64676,0.22107,0.78955,0.86984,0.92368,0.94071,0.91581,0.71964,0.76161,0.93426,0.91551
"2390","YPL158C","YPL158C",4,75,72.74252,27.86063,0.20572,0.98958,0.95635,0.94025,0.78387,0.98436,0.9737,0.96768,0.92139,0.93485
"2391","YPL159C","YPL159C",4,76,6.42112,5.3538,0.05204,0.99362,0.98305,0.98805,0.95665,0.97649,1.00869,0.98956,0.9717,0.96114
"2392","cdc60","YPL160W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","BEM4","YPL161C",4,76,13.07294,10.17743,0.1276,0.81431,0.80301,0.80197,0.76306,0.89066,0.81977,0.78651,0.83116,0.79756
"2394","YPL162C","YPL162C",4,76,1.87324,1.09637,0.03714,1.00399,1.0238,1.0212,1.0225,1.01354,1.02992,1.0005,1.03764,1.01279
"2395","SVS1","YPL163C",4,76,0.85258,0.25121,0.01192,1.02107,1.0264,1.01768,1.02902,1.01996,1.02215,1.02011,1.02961,1.02401
"2396","MLH3","YPL164C",4,76,1.78343,1.01266,0.01913,1.00999,1.01577,1.02194,1.02355,1.01775,1.01612,1.01301,1.02912,1.02556
"2397","YPL165C","YPL165C",4,76,2.57969,1.77669,0.02521,1.0211,1.02773,1.03017,1.03807,1.02002,1.01286,1.01634,1.03437,1.02793
"2398","YPL166W","YPL166W",4,76,5.05595,4.14774,0.03409,0.98839,0.99746,1.01779,1.02249,1.01242,1.01356,1.01283,1.01688,1.01701
"2399","rev3","YPL167C",4,76,2.03814,1.25228,0.02349,1.02665,1.0304,1.035,1.0445,1.02516,1.02101,1.0232,1.03894,1.03429
"2400","YPL168W","YPL168W",4,76,1.51425,0.76879,0.02052,1.00576,1.01223,1.021,1.01413,1.01835,1.01333,1.00048,1.01616,1.01332
"2401","MEX67","YPL169C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","YPL170W","YPL170W",4,76,6.64001,5.53946,0.02794,1.00984,1.01722,1.02299,1.01243,1.01416,1.00858,0.99505,1.02158,1.01685
"2403","OYE3","YPL171C",4,76,2.7454,1.93899,0.0175,1.00646,1.01165,1.02396,1.02072,1.01407,1.01308,1.01203,1.02303,1.0215
"2404","COX10","YPL172C",4,73,308.23845,45.02141,0.5467,1.01738,0.95947,0.56728,0.51283,0.5791,1.0035,0.99122,0.47068,0.48261
"2405","MRPL40","YPL173W",4,59,23.745,13.18621,0.37353,0.71869,0.65827,0.47091,0.45008,0.4853,0.67534,0.59502,0.43661,0.34516
"2406","NIP100","YPL174C",4,75,247.63293,43.31648,0.48664,0.96768,0.89015,0.61568,0.51915,0.62552,0.96129,0.93525,0.48104,0.53606
"2407","spt14","YPL175W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","YPL176C","YPL176C",4,76,3.00407,2.19266,0.02749,1.0056,1.01489,1.03138,1.03309,1.01491,1.01648,1.00993,1.03032,1.03163
"2409","CUP9","YPL177C",4,76,2.26539,1.47065,0.0211,0.99901,1.00603,1.02011,1.01613,1.01029,1.01215,1.01037,1.00909,1.01093
"2410","CBC2","YPL178W",4,76,72.66683,28.14089,0.19294,0.85488,0.95048,0.99852,1.02011,1.01508,0.86824,0.84354,1.03647,1.02477
"2411","PPQ1","YPL179W",4,76,3.47969,2.65737,0.0324,1.01244,1.01416,0.98522,1.01762,1.00859,1.00062,1.01048,1.00444,0.99287
"2412","YPL180W","YPL180W",3,57,18.05118,10.99168,0.14967,0.90492,0.80512,0.95479,0.8139,0.90863,0.88893,0.89139,0.8925,0.88365
"2413","YPL181W","YPL181W",4,76,15.44248,11.5698,0.05624,1.00067,0.99863,0.96045,0.94444,0.96618,1.00018,0.99028,0.96972,0.95825
"2414","YPL182C","YPL182C",4,76,29.76903,17.90109,0.08146,0.98444,0.98205,0.92937,0.91602,0.95182,0.99749,0.9733,0.9421,0.93647
"2415","YPL183C","YPL183C",4,76,6.95021,5.79898,0.07921,1.01048,0.98818,0.96212,0.97866,0.94458,1.00905,1.01084,0.93163,0.94124
"2416","YPL183W-A","YPL183W-A",8,102,40.25284,25.03905,0.38158,0.7442,0.69794,0.40133,0.38665,0.45728,0.76823,0.73377,0.40311,0.41116
"2417","YPL184C","YPL184C",4,76,4.87891,3.98528,0.03058,0.99985,1.00233,1.02689,1.01766,1.00887,0.9963,0.99692,1.0234,1.01777
"2418","YPL185W","YPL185W",4,76,0.80662,0.22244,0.01258,1.0163,1.0162,1.01545,1.01895,1.00829,1.00637,1.01025,1.01229,1.00745
"2419","YPL186C","YPL186C",2,38,2.40797,1.37848,0.02138,1.00862,1.01425,1.01348,1.02004,1.00758,0.99866,1.0123,1.00647,1.00532
"2420","mf(alpha)1","YPL187W",2,38,2.76015,1.64103,0.02432,1.0002,1.00896,1.01803,1.02451,1.00274,1.00886,1.00917,1.01661,1.0087
"2421","POS5","YPL188W",4,50,26.41902,12.3394,0.41589,0.65803,0.82411,0.46296,0.43863,0.49026,0.67522,0.71659,0.40822,0.49364
"2422","GUP2","YPL189W",4,76,1.60591,0.85047,0.02537,0.98633,0.99594,0.99973,1.00735,1.00164,1.00816,1.00279,1.00519,1.0117
"2423","NAB3","YPL190C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","YPL191C","YPL191C",4,76,3.70026,2.87122,0.03747,1.01168,1.02721,1.01534,1.01575,1.02805,1.00273,1.00149,1.03253,0.99506
"2425","PRM3","YPL192C",4,76,1.07897,0.40966,0.01678,1.00465,1.01096,1.02144,1.01265,1.0192,1.01111,1.01687,1.01983,1.00632
"2426","RSA1","YPL193W",4,76,8.81808,7.27669,0.10907,0.71693,0.76419,0.76804,0.76662,0.81055,0.70149,0.73344,0.80972,0.76519
"2427","DDC1","YPL194W",4,76,2.73594,1.92972,0.02215,0.99286,0.99833,1.00894,1.01018,0.99575,1.00299,0.9899,0.99526,1.01205
"2428","APL5","YPL195W",4,76,18.7989,13.33221,0.1084,0.98551,0.99939,0.9068,0.9134,1.0152,0.97515,0.95914,0.96902,0.96406
"2429","YPL196W","YPL196W",4,76,3.42837,2.60743,0.04401,1.0473,1.04614,1.03871,1.06202,1.04155,1.0233,1.04429,1.0673,1.04831
"2430","YPL197C","YPL197C",4,76,2.53386,1.73188,0.03607,1.02162,1.03266,1.03197,1.03328,1.04137,1.02277,1.01713,1.0532,1.03393
"2431","RPL7B","YPL198W",4,76,3.74892,2.91821,0.02414,1.02576,1.0303,1.0313,1.01755,1.02965,1.00898,1.00762,1.03176,1.02042
"2432","YPL199C","YPL199C",4,76,1.20841,0.51034,0.0196,1.02502,1.03057,1.03361,1.02683,1.02627,1.01493,1.02274,1.03453,1.0244
"2433","YPL200W","YPL200W",4,76,1.68344,0.92071,0.01585,1.01004,1.01642,1.02188,1.02589,1.021,1.01784,1.02507,1.02584,1.01686
"2434","YPL201C","YPL201C",4,76,2.8478,2.03942,0.025,1.00935,1.0168,1.02865,1.03434,1.02438,1.01996,1.02892,1.02898,1.02017
"2435","YPL202C","YPL202C",4,76,21.87247,14.77134,0.09277,0.96778,0.97073,1.04405,1.00128,1.01558,0.95634,0.95128,1.01986,1.01161
"2436","TPK2","YPL203W",4,76,1.77889,1.00846,0.03219,1.0343,1.03343,1.02212,1.03231,1.03126,1.02866,1.01275,1.04494,1.02419
"2437","HRR25","YPL204W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","YPL205C","YPL205C",4,76,27.24329,16.975,0.15743,0.83344,0.8787,0.88539,0.86024,0.92169,0.8001,0.76426,0.84936,0.85927
"2439","YPL206C","YPL206C",4,76,2.07595,1.28837,0.0239,1.01488,1.02188,1.03878,1.02521,1.02646,1.01918,1.02303,1.03382,1.02401
"2440","YPL207W","YPL207W",4,76,2.37126,1.57335,0.02332,1.01907,1.02756,1.03906,1.03347,1.02836,1.01878,1.01574,1.03683,1.02271
"2441","YPL208W","YPL208W",4,76,18.80205,13.33377,0.08133,0.96497,0.95632,0.89302,0.91655,0.94884,0.95413,0.93398,0.91161,0.88365
"2442","ipl1","YPL209C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","SRP72","YPL210C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","NIP7","YPL211W",1,19,1.32734,0.46937,0.02594,1.06602,1.06883,1.0594,1.06828,1.04619,1.04456,1.04386,1.0698,1.06836
"2445","PUS1","YPL212C",4,76,3.92478,3.0874,0.03869,1.00307,1.00287,0.97076,0.98917,1.00472,1.00156,0.9988,1.00945,0.99778
"2446","LEA1","YPL213W",4,71,23.14373,14.69684,0.14974,0.88332,0.84936,0.76551,0.78209,0.73358,0.87618,0.83674,0.76234,0.74337
"2447","THI6","YPL214C",4,76,25.91815,16.46306,0.07609,0.96361,0.98408,1.00606,0.99546,1.00104,0.94708,0.92998,1.00395,0.99427
"2448","CBP3","YPL215W",4,71,218.81398,39.66846,0.53912,1.01704,0.94403,0.54775,0.50385,0.54948,1.00036,0.99438,0.47792,0.49655
"2449","YPL216W","YPL216W",4,76,1.29217,0.57858,0.02605,1.02148,1.02376,1.02696,1.02621,1.02188,1.01804,1.0098,1.03585,1.02416
"2450","BMS1","YPL217C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","SAR1","YPL218W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","PCL8","YPL219W",4,76,0.76632,0.1983,0.0243,1.0442,1.04974,1.03092,1.02905,1.03486,1.02544,1.03109,1.04558,1.03502
"2453","RPL1A","YPL220W",4,76,2.96508,2.15444,0.02501,1.0226,1.03136,1.02464,1.03624,1.02153,1.01237,1.01738,1.03738,1.01742
"2454","BOP1","YPL221W",4,76,1.89696,1.11864,0.01604,1.02043,1.02142,1.02695,1.02743,1.02105,1.01148,1.015,1.02662,1.0114
